light_rail,name,network,network:wikidata,operator,operator:wikidata,public_transport,railway,station,wikidata,wikipedia:en,wikipedia,bench,bin,bus,covered,highway,lit,tactile_paving,amenity,parking,operator:short,wheelchair,tourism,ref,route_ref,shelter,brand,brand:wikidata,brand:wikipedia,level,official_name,addr:housenumber,addr:street,check_date,cuisine,takeaway,created_by,addr:city,addr:postcode,addr:province,atm,denomination,religion,shop,branch,healthcare,alt_name,website,website:en,website:fr,drive_through,source,opening_hours,phone,platforms,leisure,name:ru,url,air_conditioning,bar,email,internet_access,payment:cash,payment:credit_cards,payment:debit_cards,reservation,smoking,stars,fee,railway:ref,train,description,is_in:city,addr:unit,brand:website,layer,name:en,name:zh-Hans,name:zh-Hant,outdoor_seating,contact:yelp,survey:date,old_name,internet_access:fee,post_office,delivery,delivery:partner,was:name,sport,check_date:opening_hours,addr:country,indoor_seating,diet:gluten_free,fax,website:menu,wifi,clothes,short_name,rice_noodle,building,note,name:ja-Hira,rooms,addr:housename,dispensing,designation,tram,access,surface,local_ref,source:name,seasonal,toilets:wheelchair,ref:signed,was:highway,departures_board,network:wikipedia,end_date,noexit,passenger_information_display,brand:en,brand:zh,name:zh,was:amenity,alt_name:en,alt_name:vi,name:vi,alberta_school_number,operator:type,source:addr,operator:wikipedia,construction,brand:fr,name:fr,wheelchair:description,check_date:currency:XBT,shop_1,aerialway,start_date,amenity_1,alt_name_1,capacity,healthcare:speciality,elevator,addr:state,check_date:wheelchair,sport_1,alt_name_2,wikimedia_commons,park_ride,supervised,microbrewery,direction,diet:vegetarian,drink:coffee,building:levels,height,diet:vegan,attraction,image,min_age,payment:discover_card,payment:invoice,payment:mastercard,payment:visa,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,service_times,opening_hours:covid19,diet:non-vegetarian,facebook,language:en,year,int_name,museum,temporary,after_school,nursery,preschool,organic,emergency,second_hand,not:brand:wikidata,toilets,payment:insurance,payment:cheque,payment:credit_card,contact:website,craft,was:contact:google_plus,diet:halal,payment:interac,payment:cryptocurrencies,diet:dairy_free,diet:egg_free,diet:healthy,natural,alt_name:ko,name:ko,diet:meat,diet:pescetarian,theme,payment:american_express,theatre:type,opening_hours:url,fixme:type,outdoor,abandoned,opening_date,highchair,internet_access:ssid,capacity:disabled,diet:celiac,contact:fax,contact:phone,fixme,fountain,contact:email,opening_hours:pharmacy,disused:railway,brewery,self_service,healthcare:counselling,garden:type,max_age,place,opening_hours:reception,swimming_pool,multi-storey,intermittent,salt,tidal,water,landuse,type,winter_service,bicycle,building:colour,building:material,name:uk,roof:levels,golf:course,golf:par,leaf_cycle,leaf_type,fence_type,golf,flood_prone,not:operator:wikidata,charge,complete,name_1,building:height,roof:colour,roof:shape,demolished:building,construction_date,historic,levels,owner,isced:level,min_height,official_name:en,official_name:fr,area,bmx:type,grades,operator:fr,twitter,barrier,ref:walmart,location,dog,length,playground,memorial,private,source:website,building:min_level,phone:tollfree,health_facility:type,museum_type,theatre:genre,fee:conditional,payment:sms,basilica,roof:material,basin,service,maxstay,closed,baby_feeding,fire_station:type,denomination:wikidata,zoo,cinema:3D,drive_in,alt_name:ur,name:ur,addr:province:en,name:es,name:pl,name:tl,loc_name,indoor,shop_2,CODE,name:de,name:grc,name:hi,name:ja,name:mn,name:pt,name:zh-Latn-pinyin,smoothness,foot,old_name_1,school,width,capacity_1,roof:height,beds,social_facility:for,wetland,building:part,lst,instagram,phone:mnemonic,hour_on,ref:isil,species:wikidata,species:wikipedia,species:en,playground:theme,mascot,ramp,man_made,fenced,name:etymology,name:etymology:wikipedia,boundary,check_date:bench,check_date:shelter,building:material:concrete,screen,fishing,construction:railway,parking:orientation,check_date:bin,payment:app,payment:apple_pay,payment:contactless,payment:google_pay,orientation,athletics,not:name,capacity:persons,operator:website,water_1,lanes,AREA,CADASTRAL,CENTROID_X,CENTROID_Y,OBJECTID,Shape_Area,Shape_Leng,TAX_ROLL_N,paved,admin_level,contact:city,contact:housenumber,contact:street,landuse_1,owner:wikidata,police,latitude,longitude
,IDA in Griesbach,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,6881,Ad Astra Boulevard NW,,,,,Edmonton,,Alberta,,,,,,pharmacy,,https://www.guardian-ida-remedysrx.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6065691,-113.5157255
,Eat & Dip,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,6877,Ad Astra Boulevard NW,,,,,Edmonton,,Alberta,,,,,,,,https://176838.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6065671,-113.5155812
,Butter Chicken & More,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,6875,Ad Astra Boulevard NW,,,,,Edmonton,,Alberta,,,,,,,,https://www.butterchickenandmore.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6065661,-113.5154885
,Roots Childcare Centre,,,,,,,,,,,,,,,,,,childcare,,,,,,,,,,,,,6879,Ad Astra Boulevard NW,,,,,Edmonton,T5E 6X3,Alberta,,,,,,,,https://www.rootschildcarecentre.com/,,,,,,+1-780-760-6879,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6065317,-113.5159023
,The 3 Amigos,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,4035,106 Street NW,,mexican,,,Edmonton,T6J 2S3,Alberta,,,,,,,,https://the3amigos.ca/,,,,,,+1-780-490-6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,https://the3amigos.ca/menu-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4755102,-113.5045796
,Avenue Pediatric Dentristry,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,560 First Edmonton Place,10665 Jasper Avenue,,,,,,,,,,,,,,,https://www.avenuepd.ca/,,,,,Mo-Th 07:30-15:30; Fr 07:30-14:30,+1 780 428 7761,,,,,,,,,,,,,,,,,,Pediatric dentist Dr. Perusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5407677,-113.504425
,Hanjan,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu-Su 11:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4713092,-113.4854381
,Buster's Pizza & Donair,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5510738,-113.5215823
,New Sprout Pharmacy,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,13328,114 Avenue NW,,,,,Edmonton,,,,,,,,pharmacy,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5646878,-113.5526131
,Pizza Hut,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,Pizza Hut,Q191615,,,,13326,114 Avenue NW,,pizza,,,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5646586,-113.5525161
,The Boiler Room,,,,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5647887,-113.4374985
,Cat Cafe on Whyte,,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.catcafeonwhyte.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5178491,-113.4919305
,Castle Bake,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6303907,-113.5117306
,,,,,,,,,,,,,,,,,,,childcare,,,,,,,,,,,,,9337,156 Street NW,,,,,Edmonton,T5R 1Z5,AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5296267,-113.5900577
,BeaverTails,,,,,,,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,donut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5182546,-113.5018984
,Pizza 73,,,,,,,,,,,,,,,,,,fast_food,,,,,,,,Pizza 73,Q7199950,,,,,,,pizza,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5700599,-113.4186684
,The Medicine Shoppe,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,The Medicine Shoppe,Q121815130,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5700635,-113.4188497
,One stop halal and cafe,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,11748,81 Street NW,,,,,Edmonton,T5B 2SR,AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5700859,-113.4657472
,Maki Maki Japanese and Vietnamese Restaurant,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,8109,101 Street NW,,japanese;vietnamese,,,Edmonton,T6E 3Y9,AB,,,,,,,,https://makiedmonton.com,,,,,"Mo-We,Su 11:00-23:00; Fr-Sa 11:00-02:00",+1 780-438-8298,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5172582,-113.491116
,Centre Stage,,,,,,,,,,,,,,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5223499,-113.6189332
,Earls,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,Earls,Q5326525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5233478,-113.6237886
,Mogouyan Hand Pulled Noodle,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5234662,-113.6241933
,Famoso Neapolitan Pizza,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5243677,-113.6191337
,Galaxy Pizza & Donair,,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,11801,48 Street NW,2025-08-19,donair;pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5704723,-113.4147432
,Mail Boxes Etc.,,,Canada Post,Q1032001,,,,,,,,,,,,,,post_office,,,,,,,,Mail Boxes Etc.,Q1139182,,,,,,,,,,,,,,,,copyshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4698148,-113.3767093
,Woodwork,ETS,,,,,,,,,,,,yes,,,,,restaurant,,,yes,,,,,,,,,,10132,100 Street NW,,,,,Edmonton,T5J 0N8,,,,,,,,,https://woodworkyeg.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://woodworkyeg.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5419475,-113.4907002
,Canada Post,,,Canada Post,Q1032001,,,,,,,,,,,,,,post_office,,,,,,,,Canada Post,Q1032001,en:Canada Post,,,14135,23 Ave NW,,,,,Edmonton,T6R 3B0,Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4527222,-113.5633699
